,title,author,publisher,description,Amazon_url,times_listed,first_date_listed,last_date_listed,weeks_on_list,worst_rank,best_rank,Amazon_reviews,Amazon_rating,NYT_price,Amazon_price,Amazon_price_as%_NYT_price
1225,SHATTERED,Kevin Hearne,Del Rey,Atticus O’Sullivan is no longer the only Druid to walk the earth; part of the Iron Druid Chronicles series.,http://www.amazon.com/Shattered-Iron-Druid-Chronicles-Seven-ebook/dp/B00FIMYZFQ?tag=NYTBS-20,1,2014-07-06,2014-07-06,0,17,17,856.0,4.6,0.0,7.99,inf
1226,SHATTERED,Karen Robards,Putnam,"Investigating a cold case about a family that disappeared in 1981, a woman discovers that she resembles the missing girl.",http://www.amazon.com/Shattered-Karen-Robards/dp/0451233549?tag=NYTBS-20,2,2010-04-11,2010-04-18,2,9,14,158.0,4.3,25.95,7.99,30.79
1227,DAY SHIFT,Charlaine Harris,Ace,A psychic mired in scandal turns to a mysterious woman for help.,http://www.amazon.com/Shift-Midnight-Texas-Charlaine-Harris/dp/0425263193?tag=NYTBS-20,1,2015-05-24,2015-05-24,1,15,15,,,0.0,19.95,inf
1228,SHIFTING SHADOWS,Patricia Briggs,Ace,,http://www.amazon.com/Shifting-Shadows-Stories-World-Thompson/dp/0425265005?tag=NYTBS-20,1,2014-09-21,2014-09-21,0,16,16,,,0.0,24.17,inf
1229,SHOCK WAVE,John Sandford,Putnam,Virgil Flowers investigates several bombings of a superstore chain that seeks to open a store in a Minnesota river town.,http://www.amazon.com/Shock-Wave-Virgil-Flowers-Novel-ebook/dp/B0054TVW6I?tag=NYTBS-20,5,2011-10-23,2011-11-20,5,7,1,844.0,,27.95,,
1230,SHOPAHOLIC TO THE STARS,Sophie Kinsella,Dial,"Becky Brandon relocates to Los Angeles, and is offered a job as a stylist for an actress — unfortunately, the rival of the actress for whom her husband does P.R.",http://www.amazon.com/Shopaholic-Stars-Novel-Sophie-Kinsella/dp/0812993861?tag=NYTBS-20,1,2014-11-09,2014-11-09,1,11,11,,,0.0,12.0,inf
1231,SHOTS FIRED,C J Box,Putnam,"The stories in this first collection, four of them featuring Box’s character Joe Pickett, are set in Wyoming. ",http://www.amazon.com/Shots-Fired-Stories-Pickett-Country-ebook/dp/B00GSBM4VI?tag=NYTBS-20,1,2014-08-03,2014-08-03,1,12,12,482.0,4.3,0.0,9.99,inf
1232,YOU SHOULD HAVE KNOWN,Jean Hanff Korelitz,Grand Central,A therapist who has written a book about how women fool themselves fails to heed her own advice.,http://www.amazon.com/Should-Have-Known-Hanff-Korelitz-ebook/dp/B00DTUHNA8?tag=NYTBS-20,1,2014-04-06,2014-04-06,1,15,15,1044.0,3.7,0.0,7.99,inf
1233,SIDE JOBS,Jim Butcher,Roc,A collection of stories about the Chicago wizard Harry Dresden.,http://www.amazon.com/Side-Jobs-Stories-Dresden-Files/dp/045146365X?tag=NYTBS-20,3,2010-11-14,2010-11-28,2,5,13,583.0,4.7,25.95,29.99,115.57
1234,SIGHT UNSEEN,Iris Johansen and Roy Johansen,St. Martin's,The investigator Kendra Michaels employs her highly developed senses to deal with an admirer who is also her most ruthless enemy.,http://www.amazon.com/Sight-Unseen-Iris-Johansen-ebook/dp/B00HP1LVJG?tag=NYTBS-20,1,2014-08-03,2014-08-03,0,19,19,,4.6,0.0,,
1235,SILENCING EVE,Iris Johansen,St. Martin's,The final book of a trilogy about the forensic sculptor Eve Duncan. ,http://www.amazon.com/Silencing-Eve-Duncan-Iris-Johansen/dp/1250020026?tag=NYTBS-20,1,2013-10-20,2013-10-20,1,9,9,960.0,4.6,0.0,11.73,inf
1236,SILENT MERCY,Linda Fairstein,Dutton,"Alexandra Cooper, a Manhattan assistant district attorney, is called when a woman’s decapitated body is found burning on the steps of a Harlem church.",http://www.amazon.com/Silent-Mercy-Linda-Fairstein/dp/0525952020?tag=NYTBS-20,2,2011-03-27,2011-04-03,1,16,10,103.0,4.0,26.95,9.8,36.36
1237,SILENT NIGHT,Robert B Parker with Helen Brann,Putnam,"The unfinished manuscript of this Christmas story by Parker, who died in 2010, was completed by his longtime agent; it concerns a home for street kids that enlists the services of Spenser, the Boston P.I.",http://www.amazon.com/Silent-Night-Spenser-Holiday-Novel/dp/0399157883?tag=NYTBS-20,1,2013-11-10,2013-11-10,1,14,14,356.0,3.9,0.0,9.99,inf
1238,SILENT THUNDER,Iris Johansen and Roy Johansen,St. Martin’s,A decommissioned Soviet submarine holds a deadly secret.,http://www.amazon.com/Silent-Thunder-Iris-Johansen/dp/0312368003?tag=NYTBS-20,1,2008-07-27,2008-07-27,1,15,15,80.0,4.1,24.95,7.99,32.02
1239,THE SILENT GIRL,Tess Gerritsen,Ballantine,The homicide cop Jane Rizzoli and the medical examiner Maura Isles investigate a grisly killing in Boston’s Chinatown that is linked to a 19-year-old murder-suicide case.,http://www.amazon.com/Silent-bonus-short-story-Freaks-ebook/dp/B004J4WM2C?tag=NYTBS-20,3,2011-07-24,2011-08-07,2,3,11,679.0,4.5,26.0,,
1240,SILKEN PREY,John Sandford,Putnam,Lucas Davenport is drawn into the investigation of a Minnesota political scandal and the disappearance of an operative. ,http://www.amazon.com/Silken-Prey-Lucas-Davenport-Novel/dp/0425267768?tag=NYTBS-20,6,2013-05-26,2013-06-30,5,9,18,2198.0,4.5,0.0,9.99,inf
1241,SILKS,Dick Francis and Felix Francis,Putnam,A British defense lawyer and amateur jockey reluctantly represents another jockey who seems to be guilty of murder.,http://www.amazon.com/Silks-Dick-Francis/dp/0399155333?tag=NYTBS-20,4,2008-09-14,2008-10-05,3,8,11,164.0,4.3,25.95,6.99,26.94
1242,SILVER BORNE,Patricia Briggs,Ace,The shapeshifter Mercy Thompson works on her relationship with the leader of the werewolf pack and helps a suicidal friend.,http://www.amazon.com/Silver-Borne-Mercy-Thompson-Book/dp/044101996X?tag=NYTBS-20,4,2010-04-18,2010-05-09,3,6,1,664.0,4.8,24.95,7.99,32.02
1243,SILVER GIRL,Elin Hilderbrand,"Reagan Arthur/Little, Brown","The wife of a Wall Street crook retreats to Nantucket, where she faces an array of relationship troubles.",http://www.amazon.com/Silver-Girl-Novel-Elin-Hilderbrand/dp/0316099643?tag=NYTBS-20,4,2011-07-10,2011-07-31,4,7,10,453.0,4.4,26.99,7.99,29.6
1244,SILVER LININGS,Debbie Macomber,Ballantine,"Jo Marie, keeper of the Rose Harbor Inn, and two guests deal with trouble in relationships.",http://www.amazon.com/Silver-Linings-Rose-Harbor-Novel/dp/0553391798?tag=NYTBS-20,3,2015-08-30,2015-09-13,3,9,14,,,0.0,,
1245,SING YOU HOME,Jodi Picoult,Atria,Picoult takes on the issue of gay rights in this novel about a music therapist who desperately wants a child; CD of songs included.,http://www.amazon.com/Sing-You-Home-Jodi-Picoult/dp/1439102732?tag=NYTBS-20,11,2011-03-20,2011-05-29,9,9,11,894.0,4.1,28.0,7.99,28.54
1246,THE SINGLES GAME,Lauren Weisberger,Simon & Schuster,,http://www.amazon.com/Singles-Game-Lauren-Weisberger/dp/1476778213?tag=NYTBS-20,1,2016-07-31,2016-07-31,0,19,19,189.0,3.8,0.0,11.99,inf
1247,SIRACUSA,Delia Ephron,Blue Rider,Relationships unravel as two couples vacation together in Sicily.,http://www.amazon.com/Siracusa-Delia-Ephron/dp/0399165215?tag=NYTBS-20,1,2016-08-07,2016-08-07,1,16,16,367.0,3.5,0.0,11.88,inf
1248,SISI,Allison Pataki,Dial,The turbulent life of Empress Elisabeth of Austria-Hungary.,http://www.amazon.com/Sisi-Empress-Her-Own-Novel/dp/0812989058?tag=NYTBS-20,1,2016-04-03,2016-04-03,1,16,16,,,0.0,14.95,inf
1249,SISTERHOOD EVERLASTING,Ann Brashares,Random House,"The friends from the Traveling Pants series, now in their late 20s, plan a reunion in Greece.",http://www.amazon.com/Sisterhood-Everlasting-Traveling-Pants-Novel-ebook/dp/B004J4WJZ2?tag=NYTBS-20,4,2011-07-03,2011-07-24,3,7,10,408.0,,25.0,,
1250,SISTERLAND,Curtis Sittenfeld,Random House,Twins with psychic abilities share a devastating secret.,http://www.amazon.com/Sisterland-A-Novel-Curtis-Sittenfeld/dp/1400068312?tag=NYTBS-20,3,2013-07-14,2013-07-28,1,18,12,,,0.0,,
1251,SIX YEARS,Harlan Coben,Dutton,"Six years after the woman he loved married another man, Jake discovers that neither she nor their life together were what they seemed.",http://www.amazon.com/Six-Years-Harlan-Coben/dp/045141411X?tag=NYTBS-20,7,2013-04-07,2013-05-19,6,9,1,,4.1,27.95,8.72,31.2
1252,SIXKILL,Robert B Parker,Putnam,"On location in Boston, a bad-boy movie star is accused of rape and murder. The case seems fishy from the start, so the police call on the P.I. Spenser.",http://www.amazon.com/Sixkill-Spenser-Robert-B-Parker-ebook/dp/B004XFYWSO?tag=NYTBS-20,6,2011-05-22,2011-06-26,5,9,11,286.0,,26.95,,
1253,SIZZLE,Julie Garwood,Ballantine,A film student who witnessed a crime is aided by a handsome F.B.I. agent.,http://www.amazon.com/Sizzle-A-Novel-Julie-Garwood/dp/0345500784?tag=NYTBS-20,4,2010-01-17,2010-02-07,2,8,18,277.0,4.1,26.0,7.99,30.73
1254,SIZZLING SIXTEEN,Janet Evanovich,St.Martin’s,The bounty hunter Stephanie Plum comes to the aid of a cousin with gambling debts.,http://www.amazon.com/Sizzling-Sixteen-Stephanie-Plum-Novels/dp/0312383312?tag=NYTBS-20,9,2010-07-11,2010-09-05,8,8,1,1249.0,4.2,27.99,7.55,26.97
1255,SKIN GAME,Jim Butcher,Roc,The Chicago wizard Harry Dresden is forced to help an enemy break into a high-security vault; the 15th Dresden Files novel.,http://www.amazon.com/Skin-Game-Dresden-Files-Butcher/dp/0451464397?tag=NYTBS-20,5,2014-06-15,2014-07-13,4,8,1,3709.0,4.8,0.0,9.99,inf
1256,SKINNYDIPPING,Bethenny Frankel with Eve Adamson,Touchstone/Simon & Schuster,An entrepreneur lands a role on a reality show where her loud mouth gets her into trouble with the rest of the cast.,http://www.amazon.com/Skinnydipping-A-Novel-Bethenny-Frankel/dp/145166737X?tag=NYTBS-20,1,2012-05-20,2012-05-20,1,15,15,122.0,3.8,25.0,15.99,63.96
1257,SLADE HOUSE,David Mitchell,Random House,"In five chapters beginning in 1979 and spaced nine years apart, soul-eating twins in downtown London devour their victims in a novel that refers to “The Bone Clocks”  and mixes genres.",http://www.amazon.com/Slade-House-Novel-David-Mitchell/dp/0812998685?tag=NYTBS-20,1,2015-11-15,2015-11-15,1,11,11,595.0,4.0,0.0,16.25,inf
1258,SLEEP NO MORE,Iris Johansen,St. Martin's,The forensic sculptor Eve Duncan investigates when her mother’s friend disappears from a mental hospital.,http://www.amazon.com/Sleep-No-More-Eve-Duncan-ebook/dp/B007TJ55YG?tag=NYTBS-20,1,2012-11-04,2012-11-04,1,13,13,525.0,,27.99,,
1259,SMALL GREAT THINGS,Jodi Picoult,Ballantine,"A medical crisis entangles a black nurse, a white supremacist father and a white lawyer.",http://www.amazon.com/Small-Great-Things-Jodi-Picoult-ebook/dp/B01AQNYZ3I?tag=NYTBS-20,23,2016-10-30,2017-04-02,9,9,1,8155.0,4.7,0.0,12.99,inf
1260,SMASH CUT,Sandra Brown,Simon & Schuster,A publicity-seeking lawyer tries to get to the bottom of who murdered a wealthy executive.,http://www.amazon.com/Smash-Cut-Novel-Sandra-Brown/dp/1416563083?tag=NYTBS-20,4,2009-08-30,2009-09-20,4,8,11,377.0,4.5,26.99,8.99,33.31
1261,SMOKE SCREEN,Sandra Brown,Simon & Schuster,"Scandalous deaths thwart the investigation of a fatal fire at police headquarters in Charleston, S.C.",http://www.amazon.com/Smoke-Screen-Novel-Sandra-Brown/dp/1416563075?tag=NYTBS-20,5,2008-08-31,2008-09-28,5,8,1,312.0,4.5,26.95,8.99,33.36
1262,SMOKIN’ SEVENTEEN,Janet Evanovich,Bantam,"No one is sure why dead bodies are turning up in shallow graves on an empty construction lot, but it soon becomes clear that the bounty hunter Stephanie Plum is on the killer’s list.",http://www.amazon.com/Smokin-Seventeen-Stephanie-Janet-Evanovich/dp/0345527704?tag=NYTBS-20,9,2011-07-10,2011-09-04,8,7,1,1544.0,4.4,28.0,8.99,32.11
1263,SMOOTH OPERATOR,Stuart Woods and Parnell Hall,Putnam,"When the former rogue C.I.A. agent Teddy Fay, a master of disguise, takes the lead to help a powerful woman, her fate, and that of the nation, is in his hands.",http://www.amazon.com/Smooth-Operator-Teddy-Stuart-Woods/dp/0399185267?tag=NYTBS-20,2,2016-08-21,2016-08-28,1,8,17,711.0,4.4,0.0,9.99,inf
1264,SMOOTH TALKING STRANGER,Lisa Kleypas,St. Martin’s,"When her sister abandons her baby, a woman finds herself falling in love both with the child and with his putative father, a Texas millionaire.",http://www.amazon.com/Smooth-Talking-Stranger-Lisa-Kleypas/dp/0312351666?tag=NYTBS-20,2,2009-04-19,2009-04-26,1,9,20,317.0,4.5,24.95,13.08,52.42
1265,"I, SNIPER",Stephen Hunter,Simon & Schuster,"
Bob Lee Swagger discovers that the murder of four ’60s radicals is more complicated than it seems.",http://www.amazon.com/Sniper-Bob-Lee-Swagger-Novels/dp/1416565175?tag=NYTBS-20,6,2010-01-17,2010-02-21,6,15,14,595.0,4.3,26.0,9.99,38.42
1266,SNIPER'S HONOR,Stephen Hunter,Simon & Schuster,"The former Marine sniper Bob Lee Swagger and his reporter friend, Kathy Reilly, search for information about a famous Russian sniper during World War II, a woman.  ",http://www.amazon.com/Snipers-Honor-Bob-Lee-Swagger/dp/1451640234?tag=NYTBS-20,2,2014-06-08,2014-06-15,2,7,13,1085.0,4.3,0.0,8.99,inf
1267,SNUFF,Chuck Palahniuk,Doubleday,An aging porn queens aims to cap her career by having sex on film with 600 men in one day.,http://www.amazon.com/Snuff-Chuck-Palahniuk/dp/0385517882?tag=NYTBS-20,5,2008-06-08,2008-07-06,3,5,10,237.0,3.5,24.95,9.99,40.04
1268,SNUFF,Terry Pratchett,Harper/HarperCollins,"In this Discworld fantasy, the commander of Ankh-Morpork’s City Watch solves a crime while on vacation in the country.",http://www.amazon.com/Snuff-Discworld-Terry-Pratchett-ebook/dp/B005FFW46S?tag=NYTBS-20,2,2011-10-30,2011-11-06,1,3,17,627.0,4.4,25.99,9.99,38.44
1269,SOLAR,Ian McEwan,Nan. A Talese/Doubleday,"A physicist cheats on his wives, sends an innocent man to jail and tries to cash in on another’s plans against global warming.",http://www.amazon.com/Solar-Ian-McEwan/dp/0307739538?tag=NYTBS-20,3,2010-04-18,2010-05-02,2,6,12,262.0,3.5,26.95,12.96,48.09
1270,SOLITUDE CREEK,Jeffery Deaver,Grand Central,Kathryn Dance of the California Bureau of Investigation takes on a killer who scares people into causing their own deaths.,http://www.amazon.com/Solitude-Creek-Kathryn-Jeffery-Deaver-ebook/dp/B00NERQRVM?tag=NYTBS-20,1,2015-05-31,2015-05-31,1,13,13,569.0,4.2,0.0,7.99,inf
1271,THE SOLOMON CURSE,Clive Cussler and Russell Blake,Putnam,The wealthy couple Sam and Remi Fargo investigate a dangerous legend in the Solomon Islands.,http://www.amazon.com/Solomon-Curse-Remi-Fargo-Adventure/dp/039917432X?tag=NYTBS-20,5,2015-09-20,2015-10-18,3,9,11,,,0.0,,
1272,SOME LUCK,Jane Smiley,Knopf,The lives of an Iowa farm family between 1920 and 1953; the first volume of a trilogy.,http://www.amazon.com/Some-Luck-novel-Jane-Smiley/dp/0307700313?tag=NYTBS-20,4,2014-10-26,2014-11-23,4,9,13,948.0,3.8,0.0,9.99,inf
1273,"SOMEDAY, SOMEDAY, MAYBE",Lauren Graham,Ballantine,"A young actress tries to make it in New York City, by a star of “Gilmore Girls” and “Parenthood.” ",http://www.amazon.com/Someday-Maybe-A-Novel/dp/0345532767?tag=NYTBS-20,1,2013-05-19,2013-05-19,1,16,16,913.0,4.2,0.0,,
1274,SOMEONE,Alice McDermott,"Farrar, Straus & Giroux",Looking back on the life of an ordinary woman. ,http://www.amazon.com/Someone-A-Novel-Alice-McDermott/dp/0374281092?tag=NYTBS-20,3,2013-09-29,2013-10-13,1,9,17,583.0,4.0,0.0,9.99,inf
1275,SOMERSET,Leila Meacham,Grand Central,,http://www.amazon.com/Somerset-Leila-Meacham/dp/1455547387?tag=NYTBS-20,2,2014-02-23,2014-03-02,0,17,16,,,0.0,16.47,inf
1276,SOMEWHERE SAFE WITH SOMEBODY GOOD,Jan Karon,Putnam,The Mitford character Father Tim finds friends and family wrestling with difficulties. ,http://www.amazon.com/Somewhere-Safe-Somebody-Good-Mitford/dp/0399167447?tag=NYTBS-20,17,2014-09-21,2015-01-11,9,5,10,3352.0,4.7,0.0,11.99,inf
1277,SON OF NO ONE,Sherrilyn Kenyon,St. Martin's,"Book 18 of the Dark-Hunter novels finds Cadegan, who has been damned for centuries, in pursuit of Josette Landry. ",http://www.amazon.com/Son-No-One-Dark-Hunter-Novels/dp/1250029910?tag=NYTBS-20,1,2014-09-21,2014-09-21,1,13,13,686.0,,0.0,7.83,inf
1278,SON OF STONE,Stuart Woods,Putnam,The New York lawyer Stone Barrington gets to know his teenage son and proposes to the boy’s mother.,http://www.amazon.com/Son-Stone-Barrington-Novel-ebook/dp/B0054TVOFC?tag=NYTBS-20,4,2011-10-09,2011-10-30,3,7,13,589.0,3.2,26.95,9.99,37.07
1279,SONGS OF WILLOW FROST,Jamie Ford,Ballantine,A 12-year-old Seattle orphan during the Depression becomes convinced that a movie star is really his vanished mother. ,http://www.amazon.com/Songs-Willow-Frost-A-Novel/dp/0345522036?tag=NYTBS-20,1,2013-09-29,2013-09-29,1,11,11,,,0.0,,
1280,SONOMA ROSE,Jennifer Chiaverini,Dutton,"A California woman fleeing an abusive husband hides with a former lover in Sonoma County, where winemakers struggle under Prohibition.",http://www.amazon.com/Sonoma-Quilts-Novels-Dutton-Hardcover/dp/0525952640?tag=NYTBS-20,1,2012-03-11,2012-03-11,1,9,9,,4.5,25.95,,
1281,THE SOOKIE STACKHOUSE COMPANION,Charlaine Harris,Ace,"A closer look at the telepathic waitress Sookie Stackhouse, her family and, of course, her lovers.",http://www.amazon.com/Sookie-Stackhouse-Companion-True-Blood/dp/0441019714?tag=NYTBS-20,3,2011-09-18,2011-10-09,2,2,14,192.0,,30.0,15.5,51.67
1282,THE SORCERER'S DAUGHTER,Terry Brooks,Del Rey,,http://www.amazon.com/Sorcerers-Daughter-Defenders-Shannara/dp/0345540824?tag=NYTBS-20,1,2016-06-12,2016-06-12,0,17,17,373.0,4.3,0.0,20.49,inf
1283,SOUTH OF BROAD,Pat Conroy,Nan A. Talese/Doubleday,"An unlikely group’s friendship from the ’60s to the ’80s, by the author of ""The Prince of Tides.""",http://www.amazon.com/South-Broad-Pat-Conroy/dp/B007CGWF1M?tag=NYTBS-20,11,2009-08-30,2010-01-10,9,8,1,1459.0,4.1,29.95,13.99,46.71
1284,SOUTHERN COMFORT,Fern Michaels,Kensington,The former homicide detective Tick Kelly is caught up in the investigation of a human trafficking ring.,http://www.amazon.com/Southern-Comfort-Fern-Michaels/dp/1420103660?tag=NYTBS-20,1,2011-05-15,2011-05-15,1,16,16,112.0,4.0,24.0,7.99,33.29
1285,SOUTHERN LIGHTS,Danielle Steel,Delacorte,"When a New York prosecutor’s daughter is threatened, she sends her back to the Charleston world she herself fled.",http://www.amazon.com/Southern-Lights-Random-House-Large/dp/0739328662?tag=NYTBS-20,3,2009-11-08,2009-11-22,2,8,14,414.0,4.5,28.0,5.97,21.32
1286,SPARTAN GOLD,Clive Cussler with Grant Blackwood,Putnam,Husband-and-wife treasure hunters search for bottles of wine from Napoleon’s “lost cellar.”,http://www.amazon.com/Spartan-Gold-A-Fargo-Adventure/dp/0399156429?tag=NYTBS-20,5,2009-09-20,2009-10-18,5,6,10,464.0,4.1,26.96,9.99,37.05
1287,SPEAKING FROM AMONG THE BONES,Alan Bradley,Delacorte,"When the body of the church organist turns up in the tomb of an English hamlet’s patron saint, the 11-year-old sleuth and chemist Flavia de Luce is on the case.",http://www.amazon.com/Speaking-Among-Bones-Flavia-Novel-ebook/dp/B008ZPG8XK?tag=NYTBS-20,1,2013-02-17,2013-02-17,1,8,8,,,24.0,,
1288,SPEAKING IN BONES,Kathy Reichs,Bantam,"The forensic anthropologist Temperance Brennan becomes involved in an investigation with an amateur ""websleuth.""",http://www.amazon.com/Speaking-Bones-Novel-Temperance-Brennan-ebook/dp/B00RKVWOLA?tag=NYTBS-20,2,2015-08-09,2015-08-16,2,7,12,818.0,4.5,0.0,,
1289,SPELL BOUND,Kelley Armstrong,Dutton,,http://www.amazon.com/Spell-Bound-Otherworld-Book-12/dp/0525952209?tag=NYTBS-20,1,2011-08-14,2011-08-14,0,19,19,144.0,4.3,0.0,10.57,inf
1290,SPIDER BONES,Kathy Reichs,Scribner,Temperance Brennan investigates the case of a man who seems to have died twice.,http://www.amazon.com/Spider-Bones-Tempe-Brennan-Reichs/dp/1439102406?tag=NYTBS-20,4,2010-09-12,2010-10-03,3,8,13,323.0,4.1,26.99,7.19,26.64
1291,SPIDER WOMAN'S DAUGHTER,Anne Hillerman,Harper,"The daughter of Tony Hillerman, who died in 2008, continues the story of her father’s characters, Navajo police inspector Joe Leaphorn and Sgt. Joe Chee.",http://www.amazon.com/Spider-Womans-Daughter-Leaphorn-Chee/dp/0062270486?tag=NYTBS-20,1,2013-10-20,2013-10-20,1,10,10,2864.0,4.5,0.0,9.99,inf
1292,SPIES OF THE BALKANS,Alan Furst,Random House,A police official in Salonika is surrounded by spies from many nations on the eve of the German invasion of Greece in 1940.,http://www.amazon.com/Spies-Balkans-Novel-Alan-Furst/dp/1400066034?tag=NYTBS-20,2,2010-07-04,2010-07-11,1,18,10,277.0,4.3,26.0,12.99,49.96
1293,THE SPIRIT OF STEAMBOAT,Craig Johnson,Viking,,http://www.amazon.com/Spirit-Steamboat-Walt-Longmire-Story-ebook/dp/B00C1N92WG?tag=NYTBS-20,1,2013-11-03,2013-11-03,0,18,18,784.0,4.6,0.0,9.99,inf
1294,SPLIT IMAGE,Robert B Parker,Putnam,"Jesse Stone, the police chief of Paradise, Mass., copes with divorce, the bottle and the murder of a mob soldier.",http://www.amazon.com/Split-Image-Jesse-Stone-No/dp/0399156232?tag=NYTBS-20,5,2010-03-14,2010-04-11,5,9,13,390.0,4.3,25.95,9.99,38.5
1295,SPLIT SECOND,Catherine Coulter,Putnam,"A serial killer is on the loose, and it's up to the F.B.I. agents Dillon Savich and Lacey Sherlock to bring him down.",http://www.amazon.com/Split-Second-An-FBI-Thriller-ebook/dp/B004RKXMV8?tag=NYTBS-20,3,2011-08-07,2011-08-21,3,9,13,517.0,,26.95,,
